artists,track_name,popularity,duration_ms,explicit,danceability,energy,valence,tempo,track_genre
Jack Harlow,Dua Lipa,0,135053,True,0.833,0.652,0.405,158.022,rap
Jack Harlow,First Class,0,173947,True,0.905,0.563,0.324,106.998,rap
Stephen Zechariah,Sagiyae,58,184500,False,0.496,0.549,0.372,80.03,rap
Don Omar,Guaya Guaya,0,194013,False,0.787,0.872,0.696,92.025,rap
Gunna;Future;Young Thug,Pushin P,0,136266,True,0.773,0.422,0.488,77.502,rap
Wiz Khalifa,Still Wiz,0,170987,False,0.833,0.664,0.334,90.052,rap
Burna Boy,Last Last,0,172342,False,0.795,0.565,0.55,87.925,rap
Wiz Khalifa,Memory Lane,0,166773,True,0.789,0.71,0.826,95.178,rap
Wiz Khalifa,Iced Out Necklace,0,155760,True,0.898,0.744,0.299,147.991,rap
Anirudh Ravichander,JD Intro - Background Score,60,80000,False,0.656,0.925,0.0793,100.032,rap
Kodak Black,This Forever,1,161115,False,0.753,0.701,0.517,161.657,rap
Anirudh Ravichander,Moaning Theme - Background Score,57,84650,False,0.797,0.71,0.502,99.981,rap
Jack Harlow,First Class,0,173947,True,0.905,0.563,0.324,106.998,rap
Travis Scott,HIGHEST IN THE ROOM,82,175720,True,0.598,0.427,0.0605,76.469,rap
Daddy Yankee,RUMBATÓN,5,248768,False,0.685,0.909,0.922,95.004,rap
Lizzo,About Damn Time,89,191822,True,0.836,0.743,0.722,108.966,rap
Wisin & Yandel,Pegao,1,234546,False,0.792,0.804,0.807,96.041,rap
Daddy Yankee;Plan B,Sábado Rebelde,7,240266,False,0.771,0.905,0.858,163.978,rap
MC STAN,Basti Ka Hasti,67,195428,True,0.726,0.624,0.421,139.594,rap
Lil Baby;EST Gee,Real As It Gets,2,192804,True,0.779,0.705,0.196,140.005,rap
Kailash Kher;Paresh Kamath;Naresh Kamath,Teri Deewani,63,323520,False,0.447,0.6,0.434,80.044,rap
Ty Dolla $ign;The Weeknd;Wiz Khalifa;DJ Mustard,Or Nah - Remix,0,242983,True,0.804,0.329,0.214,121.969,rap
Guru Randhawa;Tulsi Kumar,"Lagdi Lahore Di (From ""Street Dancer 3D"")",59,215368,False,0.786,0.797,0.454,95.014,rap
AP Dhillon;Gurinder Gill;Gminxr,Feels,62,151304,False,0.71,0.698,0.0823,91.976,rap
Gunna;Future;Young Thug,Pushin P,0,136266,True,0.773,0.422,0.488,77.502,rap
Akhil,Kalla Sohna Nai,61,156613,False,0.802,0.499,0.763,92.055,rap
MC STAN,Kahan Par Hai,57,219758,True,0.706,0.695,0.489,141.974,rap
Badshah;Diljit Dosanjh;Aastha Gill,Proper Patola,68,178604,False,0.77,0.824,0.49,172.006,rap
Badshah,Paagal,60,169906,False,0.687,0.854,0.721,214.016,rap
Sidhu Moose Wala;Afsana Khan,Dhakka,62,246818,False,0.731,0.727,0.79,176.042,rap
Wisin & Yandel;Chris Brown;T-Pain,Algo Me Gusta De Ti,4,274946,False,0.626,0.769,0.237,127.949,rap
Ty Dolla $ign;Kehlani,Universe,0,220138,False,0.596,0.473,0.365,157.0,rap
AP Dhillon,Summer High,83,177391,False,0.86,0.541,0.952,114.984,rap
Guru Randhawa;Nikhita Gandhi;Tanishk Bagchi;Nora Fatehi,Naach Meri Rani,63,212692,False,0.676,0.488,0.151,97.036,rap
Jordan Sandhu;Zikar Sandhu,Blood Talks,58,188000,False,0.763,0.735,0.532,89.967,rap
Wiz Khalifa;Charlie Puth,See You Again,2,229525,False,0.69,0.48,0.286,80.025,rap
Burna Boy;Ed Sheeran,For My Hand,1,159123,False,0.87,0.479,0.717,104.059,rap
DaBaby,BOP,0,159714,True,0.77,0.786,0.837,126.764,rap
Anirudh Ravichander,Amar Theme - Background Score,59,148023,False,0.679,0.724,0.0764,137.942,rap
Jack Harlow,First Class,1,173947,True,0.905,0.563,0.324,106.998,rap
Kanika Kapoor;Devi Sri Prasad,"Oo Bolega Ya Oo Oo Bolega (From ""Pushpa The Rise Part - 01"")",64,226313,False,0.922,0.763,0.478,128.032,rap
Vilen,Kyun Dhunde,66,70434,False,0.711,0.346,0.771,91.993,rap
Mac Miller;Kendrick Lamar,"God Is Fair, Sexy Nasty",0,500960,False,0.504,0.409,0.137,133.701,rap
Jack Harlow,First Class,0,173947,True,0.905,0.563,0.324,106.998,rap
Benny Dayal;Shalmali Kholgade,Daaru Desi,59,269200,False,0.703,0.781,0.679,94.014,rap
Tegi Pannu;Manni Sandhu,Shinin',59,195699,False,0.722,0.673,0.919,140.915,rap
Tegi Pannu;Manni Sandhu,Untouchable,69,153210,False,0.658,0.603,0.519,146.864,rap
Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",79,322226,True,0.686,0.735,0.0596,171.355,rap
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,1,192477,True,0.812,0.855,0.573,90.04,rap
Tegi Pannu;Manni Sandhu,Into You,64,174508,False,0.72,0.711,0.713,148.223,rap
Lizzo,Truth Hurts,0,173325,True,0.715,0.622,0.407,158.088,rap
Yo Yo Honey Singh,Blue Eyes,68,220943,False,0.77,0.51,0.533,188.067,rap
Sidhu Moose Wala;Sonam Bajwa,Brown Shortie (feat. Sonam Bajwa),63,208000,False,0.794,0.862,0.852,90.049,rap
Jordan Sandhu,Freestyle,68,175714,False,0.733,0.812,0.535,167.995,rap
Drake;Wizkid;Kyla,One Dance,85,173986,False,0.792,0.625,0.37,103.967,rap
Jack Harlow,First Class,0,173947,True,0.905,0.563,0.324,106.998,rap
MC STAN,Ek Din Pyaar,62,186600,True,0.717,0.699,0.689,100.147,rap
Hiphop Tamizha,Sakkarakatti,65,189358,False,0.607,0.782,0.747,64.935,rap
Jack Harlow,First Class,0,173947,True,0.905,0.563,0.324,106.998,rap
Kodak Black,Haitian Scarface,8,145245,True,0.569,0.459,0.0649,107.253,rap
Lil Baby,In A Minute,0,200470,True,0.643,0.605,0.145,84.216,rap
J. Cole,No Role Modelz,88,292799,True,0.69,0.521,0.494,100.028,rap
Anirudh Ravichander;Dhanush,Why This Kolaveri Di? - The Soup of Love,64,259293,False,0.82,0.785,0.894,140.013,rap
Sidhu Moose Wala,295,78,270000,False,0.557,0.794,0.432,91.366,rap
Mustafa Zahid,Maine Khud Ko,58,329072,False,0.648,0.52,0.492,102.975,rap
Daddy Yankee;Wisin & Yandel,Si Supieras,3,241880,False,0.691,0.894,0.623,184.018,rap
Jack Harlow,ICE,1,147415,False,0.937,0.632,0.542,96.499,rap
Anirudh Ravichander,Baitikochi Chuste,56,206666,False,0.588,0.443,0.642,89.749,rap
MC STAN,Bitch,64,186666,True,0.754,0.674,0.517,116.96,rap
Daler Mehndi;Dee MC;Shashwat Sachdev,Jagga Jiteya,59,191489,False,0.774,0.783,0.206,93.959,rap
Anirudh Ravichander;Vishal Dadlani,Oh Penne,66,276400,False,0.483,0.65,0.637,94.988,rap
Sidhu Moose Wala;Sunny Malton,Youngest In Charge,64,198409,False,0.595,0.689,0.519,176.069,rap
AP Dhillon;Shinda Kahlon,Dil Nu,71,233666,False,0.811,0.655,0.925,117.979,rap
Wisin & Yandel;Anthony Santos,Noche De Sexo,0,205773,True,0.721,0.714,0.506,94.002,rap
Anirudh Ravichander;Gana Balachandar,"Vaathi Coming (From ""Master"")",60,228257,False,0.649,0.947,0.579,164.943,rap
Kailash Kher;Paresh Kamath;Naresh Kamath,Saiyyan,70,343906,False,0.473,0.562,0.316,74.653,rap
Burna Boy,Last Last,0,172342,False,0.795,0.565,0.55,87.925,rap
Bobo Shashi,Ye Mantramo,56,167889,False,0.764,0.652,0.417,89.99,rap
Daddy Yankee,Limbo,0,224800,False,0.805,0.878,0.922,124.994,rap
Anirudh Ravichander,Wasted,65,182608,False,0.651,0.827,0.851,114.918,rap
Justin Quiles;Robin Schulz,AEIOU,0,161880,False,0.689,0.856,0.706,126.108,rap
Anirudh Ravichander;Jonita Gandhi,Private Party,63,216774,False,0.861,0.886,0.898,124.031,rap
Daddy Yankee;Bad Bunny,Vuelve,2,279613,False,0.734,0.531,0.199,130.025,rap
Burna Boy;Wizkid,B. D’OR,1,189800,False,0.873,0.658,0.483,104.033,rap
Kendrick Lamar,HUMBLE.,84,177000,True,0.908,0.621,0.421,150.011,rap
Anirudh Ravichander;Sunidhi Chauhan;Sanjana Kalmanje,"Two Two Two (From ""Kaathuvaakula Rendu Kaadhal"")",66,176345,False,0.821,0.69,0.648,140.171,rap
Don Omar;Zion & Lennox,Te Quiero Pa´Mi,0,212026,False,0.765,0.816,0.624,89.005,rap
Anirudh Ravichander;Dhanush,Why This Kolaveri Di? - The Soup of Love,57,260013,False,0.817,0.774,0.884,140.008,rap
Daddy Yankee;Sech,Definitivamente,3,217773,False,0.812,0.764,0.431,100.082,rap
Anirudh Ravichander;Anthony Daasan,"Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")",74,209032,False,0.827,0.717,0.772,123.987,rap
Anirudh Ravichander;Prudhvi Chandra,Vikram Title Track - Telugu,57,218823,False,0.643,0.874,0.118,169.982,rap
Guru Randhawa;Sanjoy,Moon Rise,66,174056,False,0.756,0.713,0.597,92.039,rap
Kodak Black,Calling My Spirit,0,152000,True,0.909,0.365,0.739,119.983,rap
King,Maan Meri Jaan,66,194653,False,0.698,0.505,0.396,95.868,rap
AP Dhillon;Gurinder Gill;Money Musik,Goat,63,159130,False,0.725,0.821,0.135,91.821,rap
Jack Harlow,First Class,0,173947,True,0.905,0.563,0.324,106.998,rap
Emiway Bantai,CHUSAMBA,56,193663,True,0.777,0.816,0.667,139.68,rap
Don Omar,Dale Don Dale,0,212413,False,0.831,0.818,0.819,95.022,rap
Badshah;Nikhita Gandhi,Jugnu,74,230400,False,0.716,0.803,0.325,124.961,rap
AP Dhillon;Gurinder Gill,WAR,62,221142,False,0.674,0.508,0.322,139.966,rap
Jack Harlow,Dua Lipa,0,135053,True,0.833,0.652,0.405,158.022,rap
Anirudh Ravichander;Roop Kumar Rathod;Shreya Ghoshal,Nee Paata Madhuram - The Touch of Love,58,263826,False,0.649,0.57,0.506,110.061,rap
Mustafa Zahid,Tera Mera Rishta,60,347040,False,0.575,0.895,0.648,102.02,rap
Anirudh Ravichander;Dhanush,What a Karavaad,58,267942,False,0.431,0.794,0.448,75.028,rap
Burna Boy,Last Last,0,172342,False,0.795,0.565,0.55,87.925,rap
Karan Aujla,They Know,63,144428,False,0.753,0.72,0.613,140.125,rap
Lil Nas X,THATS WHAT I WANT,87,143901,True,0.737,0.846,0.546,87.981,rap
The Kid LAROI,Thousand Miles,81,164781,True,0.376,0.657,0.203,80.565,rap
Guru Randhawa;Yo Yo Honey Singh;Divya Khosla Kumar,Designer,60,219095,False,0.41,0.907,0.793,194.179,rap
Burna Boy;Ed Sheeran,For My Hand,0,159123,False,0.87,0.479,0.717,104.059,rap
Sidhu Moose Wala,Pind Hood Damn Good (RMG Intro),57,75000,False,0.724,0.6,0.731,77.549,rap
Varinder Brar,12 Bande,64,204507,False,0.706,0.693,0.838,141.794,rap
Sukhwinder Singh,Gajanana,57,213707,False,0.42,0.872,0.397,108.006,rap
MC SQUARE,Badmos Chora,57,144000,False,0.698,0.828,0.86,160.169,rap
Anirudh Ravichander;Ajesh,Yedhalo Oka Mounam - The Innocence of Love,57,207026,False,0.645,0.798,0.386,109.973,rap
Lizzo,2 Be Loved (Am I Ready),5,187107,False,0.721,0.769,0.915,155.932,rap
Yo Yo Honey Singh;Neha Kakkar,Manali Trance,61,203206,False,0.614,0.842,0.915,156.051,rap
Jack Harlow;Big Sean,Way Out,0,168906,True,0.945,0.582,0.907,108.025,rap
The PropheC,Kina Chir,72,216026,False,0.622,0.431,0.365,117.919,rap
Badshah;Amaal Mallik;Fazilpuria;Sukriti Kakar;Neha Kakkar,Kar Gayi Chull,60,187710,False,0.827,0.737,0.873,121.99,rap
Anirudh Ravichander;Vishal Dadlani,Aathi,59,304920,False,0.59,0.822,0.438,150.0,rap
Kodak Black,Skrt,0,224864,True,0.901,0.352,0.199,111.065,rap
Jack Harlow;Drake,Churchill Downs,1,309327,True,0.71,0.522,0.37,96.448,rap
Badshah;Payal Dev,Genda Phool (feat. Payal Dev),62,170769,False,0.955,0.538,0.837,116.977,rap
DIVINE,Kaam 25 - Sacred Games,66,149524,False,0.484,0.948,0.686,125.645,rap
Imran Khan,Amplifier,70,232906,False,0.727,0.714,0.618,164.003,rap
Ty Dolla $ign;Kanye West;FKA twigs;Skrillex,Ego Death,0,231618,False,0.818,0.598,0.331,111.052,rap
Sidhu Moose Wala,Dawood,63,197102,False,0.664,0.834,0.47,86.025,rap
Badshah,She Move It Like,65,181764,False,0.832,0.477,0.844,101.997,rap
AP Dhillon,Top Boy,63,136941,False,0.804,0.609,0.652,169.819,rap
Raftaar;Sukh-E Muzical Doctorz,All Black,61,218145,False,0.813,0.734,0.652,107.967,rap
King,Baazi,59,208800,False,0.696,0.847,0.68,100.017,rap
Vilen,Aankhein,63,219428,False,0.416,0.363,0.469,140.061,rap
King,OOPS,75,163200,False,0.918,0.673,0.828,99.952,rap
Daddy Yankee;El Alfa;Lil Jon,BOMBÓN,8,182413,True,0.843,0.789,0.571,125.071,rap
Guru Randhawa;Arjun,Suit Suit,63,190131,False,0.767,0.869,0.751,98.208,rap
Lizzo,About Damn Time,0,191822,True,0.836,0.743,0.722,108.966,rap
Emiway Bantai,Khatam Hue Waande,58,193882,False,0.756,0.903,0.729,99.995,rap
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,0,192477,True,0.812,0.855,0.573,90.04,rap
Kodak Black,Super Gremlin,0,200547,True,0.825,0.414,0.106,72.993,rap
Don Omar;Alexis y Fido,No Te Vayas,0,238346,False,0.635,0.731,0.611,187.997,rap
Dr Zeus;Master Rakesh;Shortie;Deepti,Kangna,61,210680,False,0.756,0.858,0.764,101.984,rap
Ty Dolla $ign;Gucci Mane;Quavo,Pineapple,0,218260,True,0.964,0.555,0.338,130.019,rap
Wiz Khalifa;Girl Talk,Big Daddy Wiz,0,131039,True,0.9,0.795,0.745,101.978,rap
Vishal Dadlani;Alyssa Mendonsa,Adhoore,60,264210,False,0.799,0.542,0.673,107.993,rap
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,2,192477,True,0.812,0.855,0.573,90.04,rap
Guru Randhawa;Neha Kakkar;Tanishk Bagchi;Panjabi MC,"Morni Banke (From ""Badhaai Ho"")",60,198025,False,0.816,0.922,0.887,95.006,rap
Kailash Kher;Mounima,Kaun Hain Voh,59,197984,False,0.468,0.742,0.372,147.014,rap
Kodak Black,Don’t Leave Me,0,156000,True,0.765,0.613,0.254,159.81,rap
Lizzo,About Damn Time,0,191822,True,0.836,0.743,0.722,108.966,rap
Mac Miller;Chief Keef,Cut the Check,2,170706,False,0.842,0.685,0.499,99.981,rap
Imran Khan,Pata Chalgea,64,285173,False,0.771,0.69,0.423,165.951,rap
Daddy Yankee,Sígueme Y Te Sigo,0,209786,False,0.736,0.878,0.662,100.024,rap
Ty Dolla $ign;Jhené Aiko;Mustard,By Yourself,0,148927,True,0.771,0.526,0.182,104.036,rap
Lizzo,2 Be Loved (Am I Ready),4,187107,False,0.721,0.769,0.915,155.932,rap
Ajay-Atul;Shreya Ghoshal,Chandra (Featuring. Shreya Ghoshal),58,315653,False,0.615,0.748,0.505,135.071,rap
Badshah,Mercy,63,162404,False,0.835,0.767,0.786,89.972,rap
Jack Harlow,First Class,0,173947,True,0.905,0.563,0.324,106.998,rap
Tegi Pannu;Manni Sandhu,Schedule,72,148376,False,0.826,0.581,0.787,92.434,rap
The Landers,Gustakhiyan,67,152727,False,0.824,0.589,0.565,88.027,rap
Wiz Khalifa;Charlie Puth,See You Again,0,229525,False,0.69,0.48,0.286,80.025,rap
Moneybagg Yo,Said Sum,1,155168,True,0.929,0.667,0.274,126.998,rap
Vishal Dadlani;Sachin-Jigar,"Kudi Nu Nachne De (From ""Angrezi Medium"")",63,172381,False,0.834,0.688,0.876,117.949,rap
DIVINE,Gunehgar,65,163404,False,0.643,0.906,0.541,94.259,rap
King,Pablo,66,279120,True,0.731,0.73,0.503,79.999,rap
Dabzee;SA,"Manavaalan Thug - From ""Thallumaala""",60,200000,False,0.809,0.583,0.478,96.049,rap
Badshah;Neeti Mohan,"Bad Boy (From ""Saaho"")",61,178496,False,0.892,0.848,0.523,105.013,rap
Jaura Phagwara;Enzo,Black Matte,60,214520,False,0.734,0.805,0.71,171.899,rap
Jass Manak,Tera Mera Viah,61,197142,False,0.793,0.719,0.435,83.925,rap
Neeraj Shridhar;Kavita Seth,Tum Hi Ho Bandhu,71,283693,False,0.715,0.89,0.891,134.994,rap
Burna Boy,Last Last,0,172342,False,0.795,0.565,0.55,87.925,rap
Mika Singh;Ali Quli Mirza,Ishqam,70,194418,False,0.735,0.839,0.609,100.017,rap
Gunna;Chlöe,you & me,0,144373,True,0.744,0.535,0.106,132.86,rap
Don Omar;Nio Garcia,Se Menea,1,190880,True,0.711,0.839,0.932,179.936,rap
Wazir Patar;Roop Bhullar,Chup Chup,57,155714,False,0.815,0.676,0.836,168.051,rap
Burna Boy;Wizkid,B. D’OR,0,189800,False,0.873,0.658,0.483,104.033,rap
Yo Yo Honey Singh,Urvashi,60,215483,False,0.792,0.703,0.634,105.995,rap
Kodak Black,Usain Boo,0,186677,True,0.782,0.669,0.598,143.992,rap
Benny Dayal;Neeti Mohan,Bang Bang,61,320000,False,0.705,0.678,0.691,120.042,rap
Sachin-Jigar;Rashmeet Kaur;Shamur;IP Singh,"Nadiyon Paar (Let the Music Play Again) (From ""Roohi"")",69,164045,False,0.875,0.846,0.697,114.981,rap
Shubh,We Rollin,79,199205,True,0.82,0.504,0.275,85.016,rap
Kid Cudi;MGMT;Ratatat;Steve Aoki,Pursuit Of Happiness - Extended Steve Aoki Remix,3,373626,True,0.721,0.687,0.619,128.013,rap
Wiz Khalifa,Bad Ass Bitches,0,118466,True,0.904,0.601,0.761,87.037,rap
Anirudh Ravichander;Jonita Gandhi,"Private Party (From ""Don"")",71,216774,False,0.862,0.886,0.896,124.031,rap
Anirudh Ravichander,Once Upon a Time,72,143709,False,0.646,0.879,0.429,123.849,rap
Gunna,Banking on Me,0,200000,True,0.793,0.308,0.46,135.143,rap
Badshah;Neha Kakkar;Varun Dhawan,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",67,182738,False,0.788,0.87,0.884,109.974,rap
Jack Harlow,Dua Lipa,0,135053,True,0.833,0.652,0.405,158.022,rap
Burna Boy;Ed Sheeran,For My Hand,0,159123,False,0.87,0.479,0.717,104.059,rap
Kodak Black;Lil Wayne,Codeine Dreaming,0,264531,True,0.736,0.604,0.574,155.004,rap
Ritviz;Nucleya,Roz,59,219240,False,0.833,0.639,0.448,102.989,rap
Drake;Wizkid;Kyla,One Dance,66,173973,False,0.788,0.605,0.427,103.94,rap
Jack Harlow;Drake,Churchill Downs,0,309327,True,0.71,0.522,0.37,96.448,rap
Daddy Yankee;Bad Bunny,Vuelve,5,279613,False,0.734,0.531,0.199,130.025,rap
Jack Harlow,I'd Do Anything to Make You Smile,0,193765,True,0.832,0.522,0.253,150.044,rap
Jack Harlow,Nail Tech,1,206385,True,0.647,0.581,0.113,150.149,rap
Burna Boy;Wizkid,B. D’OR,0,189800,False,0.873,0.658,0.483,104.033,rap
Burna Boy,Money Play (Mixed),3,60250,False,0.857,0.8,0.488,106.566,rap
Jordan Sandhu,Balcony,59,163404,False,0.537,0.712,0.432,94.196,rap
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,3,192477,True,0.812,0.855,0.573,90.04,rap
Mac Miller;Earl Sweatshirt,Polo Jeans,0,211682,True,0.732,0.635,0.581,147.025,rap
Burna Boy;Ed Sheeran,For My Hand,0,159123,False,0.87,0.479,0.717,104.059,rap
De La Ghetto,Sensacion Del Bloque,0,182186,True,0.709,0.726,0.405,92.014,rap
Don Omar,Dile,1,206986,False,0.822,0.744,0.747,94.04,rap
Anirudh Ravichander;Jonita Gandhi,Chellamma,58,236500,False,0.525,0.68,0.734,132.857,rap
Kid Cudi,The Prayer,0,219093,True,0.735,0.76,0.687,140.068,rap
Anirudh Ravichander;Sid Sriram,Yennai Maatrum Kadhale,56,274678,False,0.515,0.766,0.346,112.466,rap
Future;Drake;Tems,WAIT FOR U (feat. Drake & Tems),89,189893,True,0.463,0.642,0.339,83.389,rap
Vishal Dadlani,Jee Le Zaraa,65,215202,False,0.584,0.698,0.436,79.993,rap
Jack Harlow,Dua Lipa,0,135053,True,0.833,0.652,0.405,158.022,rap
Gunna;Future;Young Thug,Pushin P,0,136266,True,0.773,0.422,0.488,77.502,rap
XXXTENTACION,Hope,86,110886,True,0.592,0.457,0.225,146.04,rap
Gunna,Banking on Me,0,200000,True,0.793,0.308,0.46,135.143,rap
Tech N9ne;Joey Cool;King Iso;Dwayne Johnson,Face Off,73,219802,True,0.693,0.935,0.391,80.882,rap
Daddy Yankee;Bad Bunny,Vuelve,3,279613,False,0.734,0.531,0.199,130.025,rap
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,0,192477,True,0.812,0.855,0.573,90.04,rap
Don Omar,Salió El Sol,0,317280,False,0.886,0.708,0.965,109.976,rap
King,Tu Aake Dekhle,81,270000,False,0.77,0.84,0.192,96.012,rap
Arivu,Who Am I ?,58,243000,False,0.692,0.746,0.917,135.992,rap
Akhil,Deewana,58,221044,False,0.544,0.531,0.471,79.993,rap
Burna Boy;Ed Sheeran,For My Hand,0,159123,False,0.87,0.479,0.717,104.059,rap
Anirudh Ravichander;Gana Balachandar,Vaathi Coming,61,228257,False,0.643,0.952,0.585,164.784,rap
Jack Harlow;Drake,Churchill Downs,0,309327,True,0.71,0.522,0.37,96.448,rap
Rusha & Blizza,Huzur (Reprise),59,296092,False,0.641,0.475,0.0399,106.938,rap
Lizzo,2 Be Loved (Am I Ready),0,187107,False,0.721,0.769,0.915,155.932,rap
Drake;21 Savage,Jimmy Cooks (feat. 21 Savage),91,218364,True,0.529,0.673,0.366,165.921,rap
Ty Dolla $ign;Post Malone,Spicy,0,143375,False,0.785,0.523,0.134,100.002,rap
Anirudh Ravichander;Ravi G;Shashaa Tirupati,"Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")",69,243570,False,0.401,0.488,0.455,149.951,rap
Kodak Black,Love & War,3,239146,True,0.762,0.649,0.501,145.09,rap
Imran Khan,Bewafa,71,224853,False,0.704,0.563,0.0739,94.037,rap
Ty Dolla $ign;Kiana Ledé,Alone for Christmas,1,175347,False,0.69,0.745,0.666,155.992,rap
Mugen Rao;Prashan Sean,Pogiren,63,243373,False,0.455,0.774,0.215,142.032,rap
Lizzo,2 Be Loved (Am I Ready),0,187107,False,0.721,0.769,0.915,155.932,rap
Jack Harlow;jetsonmade,I WANNA SEE SOME ASS,0,125302,False,0.907,0.652,0.93,107.946,rap
Brodha V,Aathma Raama,63,234863,False,0.78,0.758,0.711,92.016,rap
Guri,Nira Ishq,69,181514,False,0.703,0.609,0.696,89.929,rap
Wisin & Yandel,Hipnotízame,7,243386,False,0.775,0.828,0.571,79.992,rap
Jack Harlow;Pooh Shiesty,SUVs (Black on Black),0,157675,False,0.813,0.706,0.44,163.191,rap
Daddy Yankee,RUMBATÓN,3,248768,False,0.685,0.909,0.922,95.004,rap
Sidhu Moose Wala,Jaat Da Muqabala,63,204360,False,0.716,0.934,0.749,99.983,rap
Daddy Yankee,RUMBATÓN,0,248768,False,0.685,0.909,0.922,95.004,rap
Sukhwinder Singh,Taal Se Taal - Western Version,62,154200,False,0.771,0.72,0.492,94.968,rap
AP Dhillon;Shinda Kahlon;Gminxr,Arrogant,68,102315,False,0.751,0.739,0.405,95.003,rap
Big Sean;E-40,I Don't Fuck With You,0,284386,True,0.824,0.733,0.395,97.971,rap
Tegi Pannu;Manni Sandhu,Roll Deep,61,182378,False,0.753,0.687,0.754,90.621,rap
Lizzo,About Damn Time,1,191822,True,0.836,0.743,0.722,108.966,rap
Wiz Khalifa,Bad Ass Bitches,0,118466,True,0.904,0.601,0.761,87.037,rap
Sidhu Moose Wala;Stefflon Don,Invincible (feat. Stefflon Don),66,244444,False,0.774,0.672,0.307,107.956,rap
Karan Aujla;KR$NA;Mehar Vaani,Ykwim,67,194857,False,0.837,0.575,0.655,105.015,rap
Jack Harlow,First Class,0,173947,True,0.905,0.563,0.324,106.998,rap
Chris G.;Mc Sai;Sahi Siva,Nenjinile Rebirth,59,215800,False,0.706,0.913,0.712,149.886,rap
Yo Yo Honey Singh,Desi Kalakaar,69,253352,False,0.751,0.67,0.766,156.062,rap
Burna Boy,Last Last,0,172342,False,0.795,0.565,0.55,87.925,rap
Burna Boy,Last Last,0,172342,False,0.795,0.565,0.55,87.925,rap
Eminem,Not Afraid,81,248133,True,0.855,0.954,0.668,114.635,rap
Benny Dayal;Shalmali Kholgade;Pritam,Lat Lag Gayee,65,280369,False,0.79,0.892,0.896,131.991,rap
Anirudh Ravichander,"Life of Pazham (From ""Thiruchitrambalam"")",72,234514,False,0.503,0.665,0.597,174.974,rap
Hiphop Tamizha;Christopher Stanley;Sudarshan Ashok;Srinisha Jayaseelan,"Vilambara Idaiveli - From ""Imaikkaa Nodigal""",61,273396,False,0.631,0.818,0.551,108.065,rap
Daddy Yankee,RUMBATÓN,0,248768,False,0.685,0.909,0.922,95.004,rap
Don Omar;Juan Magán,No Sigue Modas Aka Ella No Sigue Modas,0,232000,False,0.685,0.862,0.884,128.032,rap
Lizzo,About Damn Time,0,191822,True,0.836,0.743,0.722,108.966,rap
Wisin & Yandel,Pam Pam,0,227280,False,0.874,0.69,0.735,95.025,rap
Tegi Pannu;Manni Sandhu,Fully Loaded,65,148858,True,0.783,0.607,0.862,92.109,rap
Jack Harlow,2STYLISH,0,142945,False,0.941,0.618,0.489,99.98,rap
Ajay-Atul,Zingaat,59,226501,False,0.834,0.788,0.705,130.032,rap
Sidhu Moose Wala;The PropheC,Sohne Lagde,64,209453,False,0.589,0.716,0.327,84.384,rap
Young Thug,Best Friend,4,213000,True,0.959,0.598,0.408,127.028,rap
Don Omar,Guaya Guaya,0,194013,False,0.787,0.872,0.696,92.025,rap
Hiphop Tamizha;Raghu Dixit;Sathyaprakash D.;Jithin Raj,Neeyum Naanum Anbe,66,285250,False,0.467,0.826,0.417,160.025,rap
Bilal Saeed,Teri Khair Mangdi,67,225273,False,0.718,0.58,0.31,97.979,rap
De La Ghetto,Sensacion Del Bloque,2,182186,True,0.709,0.726,0.405,92.014,rap
Lil Nas X;Jack Harlow,INDUSTRY BABY (feat. Jack Harlow),86,212000,True,0.736,0.704,0.894,149.995,rap
The Yellow Diary;Shilpa Rao,Roz Roz,63,218550,False,0.653,0.446,0.472,100.018,rap
Burna Boy,Last Last,0,172342,False,0.795,0.565,0.55,87.925,rap
Lil Baby,All In,0,156032,True,0.836,0.649,0.294,95.084,rap
Jordan Sandhu,Majhail 1.0,61,169230,False,0.778,0.648,0.678,155.836,rap
Mac Miller,When in Rome,0,223120,True,0.838,0.7,0.216,124.048,rap
Ty Dolla $ign;Post Malone,Spicy,0,143375,True,0.782,0.51,0.118,99.993,rap
Eminem;Juice WRLD,Godzilla (feat. Juice WRLD),83,210800,True,0.808,0.745,0.829,165.995,rap
AP Dhillon;Gurinder Gill,TERE TE,75,114418,False,0.692,0.488,0.299,171.9,rap
Karan Aujla,Chithiyaan,57,198119,False,0.623,0.638,0.659,84.019,rap
Anirudh Ravichander;Mohit Chauhan;Shreya Ghoshal,Velicha Poove,57,312280,False,0.526,0.701,0.683,79.744,rap
Vishal Dadlani;Benny Dayal,"Jai Jai Shivshankar (From ""War"")",59,230557,False,0.825,0.904,0.528,129.036,rap
Jack Harlow,First Class,0,173947,True,0.905,0.563,0.324,106.998,rap
